name,positions,age,team,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,Year,FG%,games_played,conferences,assists_per_game,assists_turnover_ratio
Greg Buckner,SHOOTING GUARD,29,DENVER NUGGETS,86,243,43,55,31,178,127,87,20,52,180,491,2006,0.434,73,WC,1.7397260273972603,2.4423076923076925
Pat Burke,CENTER,32,PHOENIX SUNS,2,7,13,21,21,52,16,6,13,33,62,141,2006,0.496,42,WC,0.38095238095238093,0.48484848484848486
Antonio Burks,POINT GUARD,25,MEMPHIS GRIZZLIES,1,6,10,23,4,33,76,20,0,36,45,113,2006,0.354,57,WC,1.3333333333333333,2.111111111111111
Kevin Burleson,POINT GUARD,26,CHARLOTTE BOBCATS,10,54,16,17,4,22,48,26,2,25,63,70,2006,0.25,39,Unknown,1.2307692307692308,1.92
Caron Butler,SMALL FORWARD,25,WASHINGTON WIZARDS,41,120,289,332,114,352,186,127,18,175,238,1318,2006,0.455,75,EC,2.48,1.062857142857143
Jackie Butler,CENTER,20,NEW YORK KNICKS,0,0,58,77,67,116,25,17,31,62,127,292,2006,0.544,55,EC,0.45454545454545453,0.4032258064516129
Rasual Butler,SMALL FORWARD,26,NEW ORLEANS/OKLAHOMA CITY HORNETS,92,242,79,114,51,181,40,33,45,65,142,685,2006,0.406,79,Unknown,0.5063291139240507,0.6153846153846154
Andrew Bynum,CENTER,18,LOS ANGELES LAKERS,0,0,8,27,34,46,9,4,22,17,56,74,2006,0.402,46,WC,0.1956521739130435,0.5294117647058824
Will Bynum,POINT GUARD,23,GOLDEN STATE WARRIORS,2,9,10,16,3,9,19,7,0,14,10,54,2006,0.404,15,WC,1.2666666666666666,1.3571428571428572
Žarko Čabarkapa,POWER FORWARD,24,GOLDEN STATE WARRIORS,5,20,60,84,37,74,20,13,7,35,87,199,2006,0.385,61,WC,0.32786885245901637,0.5714285714285714
José Calderón,SHOOTING GUARD,24,TORONTO RAPTORS,7,43,78,92,30,111,288,42,4,101,93,349,2006,0.423,64,EC,4.5,2.8514851485148514
Marcus Camby,CENTER,31,DENVER NUGGETS,1,11,111,156,132,536,115,79,184,92,158,716,2006,0.465,56,WC,2.0535714285714284,1.25
Brian Cardinal,POWER FORWARD,28,MEMPHIS GRIZZLIES,13,29,19,27,11,44,33,23,0,27,65,124,2006,0.414,36,WC,0.9166666666666666,1.2222222222222223
Matt Carroll,SHOOTING GUARD,25,CHARLOTTE BOBCATS,72,185,138,168,34,123,35,47,11,48,120,594,2006,0.403,78,Unknown,0.44871794871794873,0.7291666666666666
Anthony Carter,POINT GUARD,30,MINNESOTA TIMBERWOLVES,4,15,40,55,9,53,101,24,9,40,71,150,2006,0.387,45,WC,2.2444444444444445,2.525
Vince Carter,SHOOTING GUARD,29,NEW JERSEY NETS,125,367,480,601,135,327,338,94,53,213,235,1911,2006,0.43,79,Unknown,4.2784810126582276,1.5868544600938967
Sam Cassell,POINT GUARD,36,LOS ANGELES CLIPPERS,70,190,289,335,40,247,491,74,11,175,225,1345,2006,0.443,78,Unknown,6.294871794871795,2.8057142857142856
Kelvin Cato,CENTER,31,ORLANDO MAGIC,0,0,26,35,19,44,2,6,10,16,48,88,2006,0.429,23,EC,0.08695652173913043,0.125
Kelvin Cato,CENTER,31,ORLANDO MAGIC,0,0,26,35,19,44,2,6,10,16,48,88,2006,0.431,23,EC,0.08695652173913043,0.125
Kelvin Cato,CENTER,31,ORLANDO MAGIC,0,0,26,35,19,44,2,6,10,16,48,88,2006,0.417,23,EC,0.08695652173913043,0.125
Kelvin Cato,CENTER,31,DETROIT PISTONS,0,0,0,0,1,6,2,0,2,2,4,10,2006,0.429,4,EC,0.5,1.0
Kelvin Cato,CENTER,31,DETROIT PISTONS,0,0,0,0,1,6,2,0,2,2,4,10,2006,0.431,4,EC,0.5,1.0
Kelvin Cato,CENTER,31,DETROIT PISTONS,0,0,0,0,1,6,2,0,2,2,4,10,2006,0.417,4,EC,0.5,1.0
Tyson Chandler,CENTER,23,CHICAGO BULLS,0,1,97,193,265,449,81,41,104,123,298,417,2006,0.565,79,EC,1.0253164556962024,0.6585365853658537
Calbert Cheaney,SMALL FORWARD,34,GOLDEN STATE WARRIORS,0,8,8,8,20,41,19,13,2,17,38,92,2006,0.389,42,WC,0.4523809523809524,1.1176470588235294
Josh Childress,SMALL FORWARD,22,ATLANTA HAWKS,32,65,154,201,134,253,131,86,39,101,184,742,2006,0.552,74,EC,1.7702702702702702,1.297029702970297
Doug Christie,SHOOTING GUARD,35,DALLAS MAVERICKS,0,1,8,12,2,11,14,9,1,6,10,26,2006,0.346,7,WC,2.0,2.3333333333333335
Speedy Claxton,POINT GUARD,27,NEW ORLEANS/OKLAHOMA CITY HORNETS,17,63,246,320,39,154,339,108,6,154,177,871,2006,0.413,71,Unknown,4.774647887323944,2.2012987012987013
Mateen Cleaves,POINT GUARD,28,SEATTLE SUPERSONICS,4,16,19,24,2,12,42,3,2,14,30,73,2006,0.352,27,Unknown,1.5555555555555556,3.0
Jarron Collins,CENTER,27,UTAH JAZZ,0,0,157,219,134,199,97,36,27,61,252,415,2006,0.461,79,WC,1.2278481012658229,1.5901639344262295
Jason Collins,CENTER,27,NEW JERSEY NETS,3,12,44,86,93,249,70,46,40,61,251,255,2006,0.397,71,Unknown,0.9859154929577465,1.1475409836065573
Nick Collison,POWER FORWARD,25,SEATTLE SUPERSONICS,0,3,79,113,143,225,74,21,35,77,213,493,2006,0.525,66,Unknown,1.121212121212121,0.961038961038961
Brian Cook,POWER FORWARD,25,LOS ANGELES LAKERS,36,84,84,101,88,186,74,37,32,61,205,642,2006,0.511,81,WC,0.9135802469135802,1.2131147540983607
Jamal Crawford,SHOOTING GUARD,25,NEW YORK KNICKS,101,293,295,357,36,212,301,87,15,175,150,1128,2006,0.416,79,EC,3.810126582278481,1.72
Austin Croshere,POWER FORWARD,30,INDIANA PACERS,54,140,90,102,62,203,62,22,7,48,105,408,2006,0.463,50,EC,1.24,1.2916666666666667
Eddy Curry,CENTER,23,NEW YORK KNICKS,0,0,307,486,145,287,19,28,56,179,239,979,2006,0.563,72,EC,0.2638888888888889,0.10614525139664804
Samuel Dalembert,CENTER,24,PHILADELPHIA 76ERS,0,1,93,132,159,382,25,34,160,107,244,485,2006,0.531,66,EC,0.3787878787878788,0.2336448598130841
Erick Dampier,CENTER,30,DALLAS MAVERICKS,0,0,127,215,273,367,51,27,106,115,263,469,2006,0.493,82,WC,0.6219512195121951,0.4434782608695652
Antonio Daniels,SHOOTING GUARD,30,WASHINGTON WIZARDS,23,101,284,336,19,153,284,52,8,89,96,767,2006,0.418,80,EC,3.55,3.191011235955056
Marquis Daniels,SHOOTING GUARD,25,DALLAS MAVERICKS,4,19,138,183,81,143,172,67,13,100,143,634,2006,0.48,62,WC,2.774193548387097,1.72
Antonio Davis,POWER FORWARD,37,NEW YORK KNICKS,0,1,45,61,75,97,14,20,9,43,99,181,2006,0.432,36,EC,0.3888888888888889,0.32558139534883723
Antonio Davis,POWER FORWARD,37,NEW YORK KNICKS,0,1,45,61,75,97,14,20,9,43,99,181,2006,0.428,36,EC,0.3888888888888889,0.32558139534883723
Antonio Davis,POWER FORWARD,37,NEW YORK KNICKS,0,1,45,61,75,97,14,20,9,43,99,181,2006,0.452,36,EC,0.3888888888888889,0.32558139534883723
Antonio Davis,CENTER,37,TORONTO RAPTORS,0,0,7,20,15,21,7,3,1,8,26,35,2006,0.432,8,EC,0.875,0.875
Antonio Davis,CENTER,37,TORONTO RAPTORS,0,0,7,20,15,21,7,3,1,8,26,35,2006,0.428,8,EC,0.875,0.875
Antonio Davis,CENTER,37,TORONTO RAPTORS,0,0,7,20,15,21,7,3,1,8,26,35,2006,0.452,8,EC,0.875,0.875
Baron Davis,POINT GUARD,26,GOLDEN STATE WARRIORS,102,324,195,289,45,191,480,89,14,159,165,967,2006,0.389,54,WC,8.88888888888889,3.018867924528302
Dale Davis,CENTER,36,DETROIT PISTONS,0,1,8,15,21,32,6,0,9,4,23,26,2006,0.375,28,EC,0.21428571428571427,1.5
Josh Davis,POWER FORWARD,25,MILWAUKEE BUCKS,0,1,0,0,2,1,1,1,0,1,2,2,2006,0.286,4,EC,0.25,1.0
Josh Davis,POWER FORWARD,25,MILWAUKEE BUCKS,0,1,0,0,2,1,1,1,0,1,2,2,2006,0.25,4,EC,0.25,1.0
Josh Davis,POWER FORWARD,25,MILWAUKEE BUCKS,0,1,0,0,2,1,1,1,0,1,2,2,2006,,4,EC,0.25,1.0
Josh Davis,POWER FORWARD,25,MILWAUKEE BUCKS,0,1,0,0,2,1,1,1,0,1,2,2,2006,0.333,4,EC,0.25,1.0
Josh Davis,POWER FORWARD,25,HOUSTON ROCKETS,0,0,0,0,0,0,0,0,0,0,1,0,2006,0.286,1,WC,0.0,
Josh Davis,POWER FORWARD,25,HOUSTON ROCKETS,0,0,0,0,0,0,0,0,0,0,1,0,2006,0.25,1,WC,0.0,
Josh Davis,POWER FORWARD,25,HOUSTON ROCKETS,0,0,0,0,0,0,0,0,0,0,1,0,2006,,1,WC,0.0,
Josh Davis,POWER FORWARD,25,HOUSTON ROCKETS,0,0,0,0,0,0,0,0,0,0,1,0,2006,0.333,1,WC,0.0,
Josh Davis,POWER FORWARD,25,PHOENIX SUNS,0,1,2,3,1,0,0,1,0,0,0,4,2006,0.286,1,WC,0.0,
Josh Davis,POWER FORWARD,25,PHOENIX SUNS,0,1,2,3,1,0,0,1,0,0,0,4,2006,0.25,1,WC,0.0,
Josh Davis,POWER FORWARD,25,PHOENIX SUNS,0,1,2,3,1,0,0,1,0,0,0,4,2006,,1,WC,0.0,
Josh Davis,POWER FORWARD,25,PHOENIX SUNS,0,1,2,3,1,0,0,1,0,0,0,4,2006,0.333,1,WC,0.0,
Ricky Davis,SHOOTING GUARD,26,BOSTON CELTICS,40,125,129,164,40,147,221,49,9,115,91,827,2006,0.448,42,EC,5.261904761904762,1.9217391304347826
Ricky Davis,SHOOTING GUARD,26,BOSTON CELTICS,40,125,129,164,40,147,221,49,9,115,91,827,2006,0.464,42,EC,5.261904761904762,1.9217391304347826
Ricky Davis,SHOOTING GUARD,26,BOSTON CELTICS,40,125,129,164,40,147,221,49,9,115,91,827,2006,0.429,42,EC,5.261904761904762,1.9217391304347826
Ricky Davis,SMALL FORWARD,26,MINNESOTA TIMBERWOLVES,33,117,146,181,25,139,173,42,8,98,99,689,2006,0.448,36,WC,4.805555555555555,1.7653061224489797
Ricky Davis,SMALL FORWARD,26,MINNESOTA TIMBERWOLVES,33,117,146,181,25,139,173,42,8,98,99,689,2006,0.464,36,WC,4.805555555555555,1.7653061224489797
Ricky Davis,SMALL FORWARD,26,MINNESOTA TIMBERWOLVES,33,117,146,181,25,139,173,42,8,98,99,689,2006,0.429,36,WC,4.805555555555555,1.7653061224489797
Carlos Delfino,SHOOTING GUARD,23,DETROIT PISTONS,20,60,45,67,28,85,44,21,15,36,86,247,2006,0.403,68,EC,0.6470588235294118,1.2222222222222223
Tony Delk,SHOOTING GUARD,32,ATLANTA HAWKS,0,0,2,2,1,1,0,0,0,0,0,2,2006,0.441,1,EC,0.0,
Tony Delk,SHOOTING GUARD,32,ATLANTA HAWKS,0,0,2,2,1,1,0,0,0,0,0,2,2006,0.0,1,EC,0.0,
Tony Delk,SHOOTING GUARD,32,ATLANTA HAWKS,0,0,2,2,1,1,0,0,0,0,0,2,2006,0.444,1,EC,0.0,
Tony Delk,POINT GUARD,32,DETROIT PISTONS,20,47,18,25,13,38,33,13,1,19,28,180,2006,0.441,23,EC,1.434782608695652,1.736842105263158
Tony Delk,POINT GUARD,32,DETROIT PISTONS,20,47,18,25,13,38,33,13,1,19,28,180,2006,0.0,23,EC,1.434782608695652,1.736842105263158
Tony Delk,POINT GUARD,32,DETROIT PISTONS,20,47,18,25,13,38,33,13,1,19,28,180,2006,0.444,23,EC,1.434782608695652,1.736842105263158
Luol Deng,SMALL FORWARD,20,CHICAGO BULLS,21,78,207,276,127,389,147,72,50,105,128,1112,2006,0.463,78,EC,1.8846153846153846,1.4
Boris Diaw,POWER FORWARD,23,PHOENIX SUNS,8,30,174,238,159,399,503,58,85,189,260,1080,2006,0.526,81,WC,6.209876543209877,2.6613756613756614
Dan Dickau,POINT GUARD,27,BOSTON CELTICS,10,20,18,18,5,11,40,11,1,18,40,62,2006,0.37,19,EC,2.1052631578947367,2.2222222222222223
Travis Diener,POINT GUARD,23,ORLANDO MAGIC,25,57,5,6,4,17,16,7,0,10,22,88,2006,0.42,23,EC,0.6956521739130435,1.6
Ike Diogu,POWER FORWARD,22,GOLDEN STATE WARRIORS,0,0,136,168,95,134,29,15,30,78,164,486,2006,0.524,69,WC,0.42028985507246375,0.3717948717948718
DeSagana Diop,CENTER,24,DALLAS MAVERICKS,1,2,39,72,145,229,23,44,146,36,253,190,2006,0.487,81,WC,0.2839506172839506,0.6388888888888888
Juan Dixon,SHOOTING GUARD,27,PORTLAND TRAIL BLAZERS,65,170,156,194,30,147,149,58,6,113,157,935,2006,0.435,76,WC,1.9605263157894737,1.3185840707964602
Michael Doleac,CENTER,28,MIAMI HEAT,0,0,24,30,23,62,8,10,7,14,45,98,2006,0.42,31,EC,0.25806451612903225,0.5714285714285714
Keyon Dooling,POINT GUARD,25,ORLANDO MAGIC,13,43,101,121,11,67,109,49,4,82,116,470,2006,0.44,50,EC,2.18,1.329268292682927
Chris Duhon,POINT GUARD,23,CHICAGO BULLS,100,278,117,143,28,192,373,70,3,117,152,647,2006,0.4,74,EC,5.04054054054054,3.1880341880341883
Tim Duncan,POWER FORWARD,29,SAN ANTONIO SPURS,2,5,335,533,231,650,253,70,162,198,219,1485,2006,,80,WC,3.1625,1.2777777777777777
Mike Dunleavy,SMALL FORWARD,25,GOLDEN STATE WARRIORS,74,260,196,252,78,321,237,60,32,120,199,932,2006,0.406,81,WC,2.925925925925926,1.975
Ronald Dupree,SMALL FORWARD,25,MINNESOTA TIMBERWOLVES,0,1,14,41,21,28,14,12,0,14,44,80,2006,0.524,36,WC,0.3888888888888889,1.0
John Edwards,CENTER,24,ATLANTA HAWKS,0,0,8,11,18,30,5,3,15,12,76,70,2006,0.484,40,EC,0.125,0.4166666666666667
Howard Eisley,POINT GUARD,33,LOS ANGELES CLIPPERS,1,4,0,0,1,13,25,3,0,3,11,9,2006,0.33,13,Unknown,1.9230769230769231,8.333333333333334
Howard Eisley,POINT GUARD,33,LOS ANGELES CLIPPERS,1,4,0,0,1,13,25,3,0,3,11,9,2006,0.235,13,Unknown,1.9230769230769231,8.333333333333334
Howard Eisley,POINT GUARD,33,LOS ANGELES CLIPPERS,1,4,0,0,1,13,25,3,0,3,11,9,2006,0.349,13,Unknown,1.9230769230769231,8.333333333333334
Howard Eisley,POINT GUARD,33,DENVER NUGGETS,12,38,20,24,2,17,44,8,2,18,23,92,2006,0.33,19,WC,2.3157894736842106,2.4444444444444446
Howard Eisley,POINT GUARD,33,DENVER NUGGETS,12,38,20,24,2,17,44,8,2,18,23,92,2006,0.235,19,WC,2.3157894736842106,2.4444444444444446
Howard Eisley,POINT GUARD,33,DENVER NUGGETS,12,38,20,24,2,17,44,8,2,18,23,92,2006,0.349,19,WC,2.3157894736842106,2.4444444444444446
Monta Ellis,SHOOTING GUARD,20,GOLDEN STATE WARRIORS,28,82,42,59,22,83,78,32,11,58,69,334,2006,0.415,49,WC,1.5918367346938775,1.3448275862068966
Francisco Elson,CENTER,29,DENVER NUGGETS,1,5,49,74,99,240,47,54,45,65,211,352,2006,0.532,72,WC,0.6527777777777778,0.7230769230769231
Melvin Ely,POWER FORWARD,27,CHARLOTTE BOBCATS,0,2,128,192,94,183,76,29,44,100,160,560,2006,0.508,57,Unknown,1.3333333333333333,0.76
Maurice Evans,SHOOTING GUARD,27,DETROIT PISTONS,43,116,52,65,76,87,60,41,15,39,122,403,2006,0.452,80,EC,0.75,1.5384615384615385
Reggie Evans,POWER FORWARD,25,SEATTLE SUPERSONICS,0,1,66,120,114,162,23,24,5,41,95,242,2006,0.489,41,Unknown,0.5609756097560976,0.5609756097560976
Reggie Evans,POWER FORWARD,25,SEATTLE SUPERSONICS,0,1,66,120,114,162,23,24,5,41,95,242,2006,0.509,41,Unknown,0.5609756097560976,0.5609756097560976
Reggie Evans,POWER FORWARD,25,SEATTLE SUPERSONICS,0,1,66,120,114,162,23,24,5,41,95,242,2006,0.453,41,Unknown,0.5609756097560976,0.5609756097560976
Reggie Evans,POWER FORWARD,25,DENVER NUGGETS,0,0,49,97,57,169,15,16,5,44,71,135,2006,0.489,26,WC,0.5769230769230769,0.3409090909090909
Reggie Evans,POWER FORWARD,25,DENVER NUGGETS,0,0,49,97,57,169,15,16,5,44,71,135,2006,0.509,26,WC,0.5769230769230769,0.3409090909090909
Reggie Evans,POWER FORWARD,25,DENVER NUGGETS,0,0,49,97,57,169,15,16,5,44,71,135,2006,0.453,26,WC,0.5769230769230769,0.3409090909090909
Daniel Ewing,SHOOTING GUARD,22,LOS ANGELES CLIPPERS,22,78,36,46,23,62,84,37,6,57,86,252,2006,0.38,66,Unknown,1.2727272727272727,1.4736842105263157
Noel Felix,SMALL FORWARD,24,SEATTLE SUPERSONICS,1,3,5,8,3,10,2,2,3,8,13,18,2006,0.24,12,Unknown,0.16666666666666666,0.25
Raymond Felton,POINT GUARD,21,CHARLOTTE BOBCATS,97,271,161,222,77,188,446,102,8,182,181,948,2006,0.391,80,Unknown,5.575,2.4505494505494507
Michael Finley,SHOOTING GUARD,32,SAN ANTONIO SPURS,110,279,98,115,31,216,116,37,7,62,97,780,2006,0.412,77,WC,1.5064935064935066,1.8709677419354838
Derek Fisher,POINT GUARD,31,GOLDEN STATE WARRIORS,117,295,244,293,36,175,352,125,8,156,237,1089,2006,0.41,82,WC,4.2926829268292686,2.2564102564102564
Gerald Fitch,POINT GUARD,23,MIAMI HEAT,7,26,17,23,7,23,33,7,5,15,28,84,2006,0.337,18,EC,1.8333333333333333,2.2
Marcus Fizer,POWER FORWARD,27,NEW ORLEANS/OKLAHOMA CITY HORNETS,1,1,1,2,1,6,1,0,0,2,5,20,2006,0.529,3,Unknown,0.3333333333333333,0.5
Sharrod Ford,POWER FORWARD,24,PHOENIX SUNS,0,0,0,0,1,2,0,0,1,2,7,4,2006,0.667,3,WC,0.0,0.0
T.J. Ford,POINT GUARD,22,MILWAUKEE BUCKS,35,104,187,248,63,248,473,104,7,219,196,878,2006,0.416,72,EC,6.569444444444445,2.1598173515981736
Danny Fortson,CENTER,29,SEATTLE SUPERSONICS,0,0,33,43,31,47,2,4,2,26,76,87,2006,0.529,23,Unknown,0.08695652173913043,0.07692307692307693
Jeff Foster,CENTER,29,INDIANA PACERS,0,4,96,159,224,350,50,41,27,64,191,372,2006,0.552,63,EC,0.7936507936507936,0.78125
Adonal Foyle,CENTER,30,GOLDEN STATE WARRIORS,0,0,41,67,143,281,33,44,125,80,215,345,2006,0.507,77,WC,0.42857142857142855,0.4125
Richie Frahm,SHOOTING GUARD,28,MINNESOTA TIMBERWOLVES,15,48,3,5,3,20,15,3,2,4,22,66,2006,0.39,25,WC,0.6,3.75
Richie Frahm,SHOOTING GUARD,28,MINNESOTA TIMBERWOLVES,15,48,3,5,3,20,15,3,2,4,22,66,2006,0.369,25,WC,0.6,3.75
Richie Frahm,SHOOTING GUARD,28,MINNESOTA TIMBERWOLVES,15,48,3,5,3,20,15,3,2,4,22,66,2006,0.429,25,WC,0.6,3.75
Richie Frahm,SHOOTING GUARD,28,HOUSTON ROCKETS,8,22,4,5,0,10,6,1,0,4,8,42,2006,0.39,8,WC,0.75,1.5
Richie Frahm,SHOOTING GUARD,28,HOUSTON ROCKETS,8,22,4,5,0,10,6,1,0,4,8,42,2006,0.369,8,WC,0.75,1.5
Richie Frahm,SHOOTING GUARD,28,HOUSTON ROCKETS,8,22,4,5,0,10,6,1,0,4,8,42,2006,0.429,8,WC,0.75,1.5
Steve Francis,POINT GUARD,28,ORLANDO MAGIC,18,70,231,290,60,159,262,51,11,156,142,747,2006,0.435,46,EC,5.695652173913044,1.6794871794871795
Steve Francis,POINT GUARD,28,ORLANDO MAGIC,18,70,231,290,60,159,262,51,11,156,142,747,2006,0.433,46,EC,5.695652173913044,1.6794871794871795
Steve Francis,POINT GUARD,28,ORLANDO MAGIC,18,70,231,290,60,159,262,51,11,156,142,747,2006,0.442,46,EC,5.695652173913044,1.6794871794871795
Steve Francis,SHOOTING GUARD,28,NEW YORK KNICKS,7,13,83,109,14,57,83,23,6,58,62,258,2006,0.435,24,EC,3.4583333333333335,1.4310344827586208
Steve Francis,SHOOTING GUARD,28,NEW YORK KNICKS,7,13,83,109,14,57,83,23,6,58,62,258,2006,0.433,24,EC,3.4583333333333335,1.4310344827586208
Steve Francis,SHOOTING GUARD,28,NEW YORK KNICKS,7,13,83,109,14,57,83,23,6,58,62,258,2006,0.442,24,EC,3.4583333333333335,1.4310344827586208
Channing Frye,CENTER,22,NEW YORK KNICKS,3,9,189,229,138,236,53,30,47,97,200,802,2006,0.477,65,EC,0.8153846153846154,0.5463917525773195
Dan Gadzuric,CENTER,27,MILWAUKEE BUCKS,0,1,41,89,91,141,24,25,43,35,171,383,2006,0.553,74,EC,0.32432432432432434,0.6857142857142857
Deng Gai,CENTER,23,PHILADELPHIA 76ERS,0,0,0,0,0,0,0,0,0,0,0,0,2006,,2,EC,0.0,
Reece Gaines,POINT GUARD,25,MILWAUKEE BUCKS,0,2,1,4,0,0,3,1,0,1,1,13,2006,0.5,12,EC,0.25,3.0
Francisco García,SMALL FORWARD,24,SACRAMENTO KINGS,39,137,78,101,39,146,94,41,47,75,135,377,2006,0.4,67,WC,1.4029850746268657,1.2533333333333334
Kevin Garnett,POWER FORWARD,29,MINNESOTA TIMBERWOLVES,8,30,396,489,214,752,308,104,107,180,206,1656,2006,,76,WC,4.052631578947368,1.711111111111111
Pat Garrity,POWER FORWARD,29,ORLANDO MAGIC,50,129,30,37,31,77,38,12,9,38,108,282,2006,0.417,57,EC,0.6666666666666666,1.0
Pau Gasol,POWER FORWARD,25,MEMPHIS GRIZZLIES,3,12,425,617,191,522,371,46,153,235,184,1628,2006,0.503,80,WC,4.6375,1.578723404255319
Devean George,SMALL FORWARD,28,LOS ANGELES LAKERS,50,160,58,86,82,192,68,66,34,54,159,448,2006,0.4,71,WC,0.9577464788732394,1.2592592592592593
Eddie Gill,POINT GUARD,27,INDIANA PACERS,7,23,18,23,0,15,12,11,1,9,13,45,2006,0.222,41,EC,0.2926829268292683,1.3333333333333333
Manu Ginóbili,SHOOTING GUARD,28,SAN ANTONIO SPURS,83,217,280,360,42,188,235,101,26,121,156,981,2006,,65,WC,3.6153846153846154,1.9421487603305785
Gordan Giriček,SHOOTING GUARD,28,UTAH JAZZ,18,59,43,57,15,55,63,16,4,63,87,393,2006,0.433,37,WC,1.7027027027027026,1.0
Anthony Goldwire,POINT GUARD,34,LOS ANGELES CLIPPERS,0,2,0,0,0,1,2,0,0,1,0,2,2006,0.143,3,Unknown,0.6666666666666666,2.0
Ryan Gomes,POWER FORWARD,23,BOSTON CELTICS,3,9,112,149,102,196,58,35,5,55,83,461,2006,0.487,61,EC,0.9508196721311475,1.0545454545454545
Drew Gooden,POWER FORWARD,24,CLEVELAND CAVALIERS,1,3,176,258,237,428,56,52,49,106,190,845,2006,0.512,79,EC,0.7088607594936709,0.5283018867924528
Ben Gordon,SHOOTING GUARD,22,CHICAGO BULLS,166,382,211,268,43,176,240,75,5,180,238,1349,2006,0.422,80,EC,3.0,1.3333333333333333
Joey Graham,SMALL FORWARD,23,TORONTO RAPTORS,29,87,108,133,57,187,60,37,13,92,228,533,2006,0.478,80,EC,0.75,0.6521739130434783
Stephen Graham,SHOOTING GUARD,23,HOUSTON ROCKETS,1,5,4,4,1,6,3,2,0,5,5,17,2006,0.389,6,WC,0.5,0.6
Stephen Graham,SHOOTING GUARD,23,HOUSTON ROCKETS,1,5,4,4,1,6,3,2,0,5,5,17,2006,0.375,6,WC,0.5,0.6
Stephen Graham,SHOOTING GUARD,23,HOUSTON ROCKETS,1,5,4,4,1,6,3,2,0,5,5,17,2006,0.2,6,WC,0.5,0.6
Stephen Graham,SHOOTING GUARD,23,HOUSTON ROCKETS,1,5,4,4,1,6,3,2,0,5,5,17,2006,0.424,6,WC,0.5,0.6
Stephen Graham,SHOOTING GUARD,23,CHICAGO BULLS,1,4,2,2,0,3,1,0,0,1,3,5,2006,0.389,3,EC,0.3333333333333333,1.0
Stephen Graham,SHOOTING GUARD,23,CHICAGO BULLS,1,4,2,2,0,3,1,0,0,1,3,5,2006,0.375,3,EC,0.3333333333333333,1.0
Stephen Graham,SHOOTING GUARD,23,CHICAGO BULLS,1,4,2,2,0,3,1,0,0,1,3,5,2006,0.2,3,EC,0.3333333333333333,1.0
Stephen Graham,SHOOTING GUARD,23,CHICAGO BULLS,1,4,2,2,0,3,1,0,0,1,3,5,2006,0.424,3,EC,0.3333333333333333,1.0
Stephen Graham,SHOOTING GUARD,23,CLEVELAND CAVALIERS,0,1,8,9,4,13,3,3,2,7,23,36,2006,0.389,13,EC,0.23076923076923078,0.42857142857142855
Stephen Graham,SHOOTING GUARD,23,CLEVELAND CAVALIERS,0,1,8,9,4,13,3,3,2,7,23,36,2006,0.375,13,EC,0.23076923076923078,0.42857142857142855
Stephen Graham,SHOOTING GUARD,23,CLEVELAND CAVALIERS,0,1,8,9,4,13,3,3,2,7,23,36,2006,0.2,13,EC,0.23076923076923078,0.42857142857142855
Stephen Graham,SHOOTING GUARD,23,CLEVELAND CAVALIERS,0,1,8,9,4,13,3,3,2,7,23,36,2006,0.424,13,EC,0.23076923076923078,0.42857142857142855
Danny Granger,SMALL FORWARD,22,INDIANA PACERS,30,93,115,148,131,253,90,58,62,80,211,587,2006,0.462,78,EC,1.1538461538461537,1.125
Brian Grant,CENTER,33,PHOENIX SUNS,0,0,7,8,11,46,7,5,3,7,45,61,2006,0.415,21,WC,0.3333333333333333,1.0
Devin Green,SHOOTING GUARD,23,LOS ANGELES LAKERS,0,2,13,21,10,14,7,3,0,5,13,25,2006,0.214,27,WC,0.25925925925925924,1.4
Gerald Green,SHOOTING GUARD,20,BOSTON CELTICS,6,20,29,37,10,31,18,13,4,22,41,167,2006,0.478,32,EC,0.5625,0.8181818181818182
Willie Green,SHOOTING GUARD,24,PHILADELPHIA 76ERS,10,19,4,5,1,14,5,2,0,12,13,70,2006,0.424,10,EC,0.5,0.4166666666666667
Orien Greene,POINT GUARD,23,BOSTON CELTICS,9,40,45,68,37,108,129,77,10,109,181,254,2006,0.395,80,EC,1.6125,1.18348623853211
Adrian Griffin,SHOOTING GUARD,31,DALLAS MAVERICKS,0,2,41,53,75,152,89,51,9,39,113,237,2006,0.48,52,WC,1.7115384615384615,2.282051282051282
Eddie Griffin,CENTER,23,MINNESOTA TIMBERWOLVES,16,82,44,74,107,282,40,13,148,43,125,320,2006,0.351,70,WC,0.5714285714285714,0.9302325581395349
Anthony Grundy,SHOOTING GUARD,26,ATLANTA HAWKS,5,15,9,14,1,16,9,7,0,9,14,52,2006,0.5,12,EC,0.75,1.0
Richard Hamilton,SHOOTING GUARD,27,DETROIT PISTONS,55,120,256,303,84,172,275,52,16,173,207,1609,2006,0.491,80,EC,3.4375,1.5895953757225434
Zendon Hamilton,CENTER,30,CLEVELAND CAVALIERS,0,0,11,16,3,8,0,3,0,6,4,25,2006,0.5,11,EC,0.0,0.0
Zendon Hamilton,CENTER,30,CLEVELAND CAVALIERS,0,0,11,16,3,8,0,3,0,6,4,25,2006,0.538,11,EC,0.0,0.0
