name,positions,age,team,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,Year,FG%,games_played,conferences,assists_per_game,assists_turnover_ratio
Jiří Welsch,SHOOTING GUARD,25,BOSTON CELTICS,32,99,109,141,20,119,84,39,5,58,105,415,2005,0.235,55,EC,1.5272727272727273,1.4482758620689655
Jiří Welsch,SMALL FORWARD,25,CLEVELAND CAVALIERS,2,11,20,28,6,22,19,5,0,15,16,46,2005,0.402,16,EC,1.1875,1.2666666666666666
Jiří Welsch,SMALL FORWARD,25,CLEVELAND CAVALIERS,2,11,20,28,6,22,19,5,0,15,16,46,2005,0.428,16,EC,1.1875,1.2666666666666666
Jiří Welsch,SMALL FORWARD,25,CLEVELAND CAVALIERS,2,11,20,28,6,22,19,5,0,15,16,46,2005,0.235,16,EC,1.1875,1.2666666666666666
David Wesley,SHOOTING GUARD,34,NEW ORLEANS HORNETS,28,80,67,76,12,73,109,35,1,54,65,361,2005,0.398,26,Unknown,4.1923076923076925,2.0185185185185186
David Wesley,SHOOTING GUARD,34,NEW ORLEANS HORNETS,28,80,67,76,12,73,109,35,1,54,65,361,2005,0.389,26,Unknown,4.1923076923076925,2.0185185185185186
David Wesley,SHOOTING GUARD,34,NEW ORLEANS HORNETS,28,80,67,76,12,73,109,35,1,54,65,361,2005,0.404,26,Unknown,4.1923076923076925,2.0185185185185186
David Wesley,SHOOTING GUARD,34,HOUSTON ROCKETS,90,235,95,113,26,117,156,61,8,59,150,587,2005,0.398,54,WC,2.888888888888889,2.6440677966101696
David Wesley,SHOOTING GUARD,34,HOUSTON ROCKETS,90,235,95,113,26,117,156,61,8,59,150,587,2005,0.389,54,WC,2.888888888888889,2.6440677966101696
David Wesley,SHOOTING GUARD,34,HOUSTON ROCKETS,90,235,95,113,26,117,156,61,8,59,150,587,2005,0.404,54,WC,2.888888888888889,2.6440677966101696
David West,SMALL FORWARD,24,NEW ORLEANS HORNETS,2,5,34,50,40,89,23,12,16,37,62,186,2005,0.436,30,Unknown,0.7666666666666667,0.6216216216216216
Delonte West,SHOOTING GUARD,21,BOSTON CELTICS,24,67,19,27,14,51,53,21,8,24,69,175,2005,0.426,39,EC,1.358974358974359,2.2083333333333335
Jahidi White,CENTER,28,CHARLOTTE BOBCATS,0,0,14,40,11,23,1,2,12,11,31,42,2005,0.452,17,Unknown,0.058823529411764705,0.09090909090909091
Rodney White,SMALL FORWARD,24,DENVER NUGGETS,19,44,21,34,20,54,36,30,10,27,51,236,2005,0.419,42,WC,0.8571428571428571,1.3333333333333333
Rodney White,SMALL FORWARD,24,DENVER NUGGETS,19,44,21,34,20,54,36,30,10,27,51,236,2005,0.432,42,WC,0.8571428571428571,1.3333333333333333
Rodney White,SMALL FORWARD,24,DENVER NUGGETS,19,44,21,34,20,54,36,30,10,27,51,236,2005,0.371,42,WC,0.8571428571428571,1.3333333333333333
Rodney White,SMALL FORWARD,24,GOLDEN STATE WARRIORS,5,16,6,10,4,11,8,2,1,10,13,57,2005,0.419,16,WC,0.5,0.8
Rodney White,SMALL FORWARD,24,GOLDEN STATE WARRIORS,5,16,6,10,4,11,8,2,1,10,13,57,2005,0.432,16,WC,0.5,0.8
Rodney White,SMALL FORWARD,24,GOLDEN STATE WARRIORS,5,16,6,10,4,11,8,2,1,10,13,57,2005,0.371,16,WC,0.5,0.8
Chris Wilcox,CENTER,22,LOS ANGELES CLIPPERS,0,0,88,144,63,165,38,26,24,77,129,426,2005,0.514,54,Unknown,0.7037037037037037,0.4935064935064935
Damien Wilkins,SMALL FORWARD,25,SEATTLE SUPERSONICS,16,59,21,34,29,37,26,22,10,16,55,183,2005,0.435,29,Unknown,0.896551724137931,1.625
Mike Wilks,POINT GUARD,25,SAN ANTONIO SPURS,5,16,12,16,4,21,33,14,1,14,26,81,2005,0.416,48,WC,0.6875,2.357142857142857
Aaron Williams,CENTER,33,NEW JERSEY NETS,0,0,9,10,7,24,6,4,5,11,25,37,2005,0.46,19,Unknown,0.3157894736842105,0.5454545454545454
Aaron Williams,CENTER,33,NEW JERSEY NETS,0,0,9,10,7,24,6,4,5,11,25,37,2005,0.519,19,Unknown,0.3157894736842105,0.5454545454545454
Aaron Williams,CENTER,33,NEW JERSEY NETS,0,0,9,10,7,24,6,4,5,11,25,37,2005,0.417,19,Unknown,0.3157894736842105,0.5454545454545454
Aaron Williams,CENTER,33,TORONTO RAPTORS,0,0,6,7,10,19,2,1,3,6,45,36,2005,0.46,23,EC,0.08695652173913043,0.3333333333333333
Aaron Williams,CENTER,33,TORONTO RAPTORS,0,0,6,7,10,19,2,1,3,6,45,36,2005,0.519,23,EC,0.08695652173913043,0.3333333333333333
Aaron Williams,CENTER,33,TORONTO RAPTORS,0,0,6,7,10,19,2,1,3,6,45,36,2005,0.417,23,EC,0.08695652173913043,0.3333333333333333
Eric Williams,SHOOTING GUARD,32,NEW JERSEY NETS,17,40,74,108,28,67,42,16,2,34,80,265,2005,0.43,21,Unknown,2.0,1.2352941176470589
Eric Williams,SHOOTING GUARD,32,NEW JERSEY NETS,17,40,74,108,28,67,42,16,2,34,80,265,2005,0.47,21,Unknown,2.0,1.2352941176470589
Eric Williams,SHOOTING GUARD,32,NEW JERSEY NETS,17,40,74,108,28,67,42,16,2,34,80,265,2005,0.379,21,Unknown,2.0,1.2352941176470589
Eric Williams,SHOOTING GUARD,32,TORONTO RAPTORS,11,33,38,53,16,61,50,22,2,26,67,159,2005,0.43,34,EC,1.4705882352941178,1.9230769230769231
Eric Williams,SHOOTING GUARD,32,TORONTO RAPTORS,11,33,38,53,16,61,50,22,2,26,67,159,2005,0.47,34,EC,1.4705882352941178,1.9230769230769231
Eric Williams,SHOOTING GUARD,32,TORONTO RAPTORS,11,33,38,53,16,61,50,22,2,26,67,159,2005,0.379,34,EC,1.4705882352941178,1.9230769230769231
Frank Williams,SHOOTING GUARD,24,CHICAGO BULLS,0,4,0,0,2,4,11,2,3,3,9,6,2005,0.15,9,EC,1.2222222222222223,3.6666666666666665
Jason Williams,POINT GUARD,29,MEMPHIS GRIZZLIES,107,330,80,101,19,103,399,75,5,130,91,719,2005,0.413,71,WC,5.619718309859155,3.0692307692307694
Jerome Williams,SMALL FORWARD,31,NEW YORK KNICKS,0,5,115,172,115,168,41,55,10,65,155,359,2005,0.502,79,EC,0.5189873417721519,0.6307692307692307
Mo Williams,POINT GUARD,22,MILWAUKEE BUCKS,32,99,136,160,50,194,484,74,11,196,221,814,2005,0.438,80,EC,6.05,2.4693877551020407
Scott Williams,CENTER,36,CLEVELAND CAVALIERS,0,1,9,11,15,15,8,4,6,5,30,33,2005,0.293,19,EC,0.42105263157894735,1.6
Corliss Williamson,POWER FORWARD,31,PHILADELPHIA 76ERS,0,2,130,165,73,105,43,26,12,60,144,518,2005,0.467,48,EC,0.8958333333333334,0.7166666666666667
Corliss Williamson,POWER FORWARD,31,PHILADELPHIA 76ERS,0,2,130,165,73,105,43,26,12,60,144,518,2005,0.465,48,EC,0.8958333333333334,0.7166666666666667
Corliss Williamson,POWER FORWARD,31,PHILADELPHIA 76ERS,0,2,130,165,73,105,43,26,12,60,144,518,2005,0.473,48,EC,0.8958333333333334,0.7166666666666667
Corliss Williamson,POWER FORWARD,31,SACRAMENTO KINGS,0,0,65,79,31,50,35,12,3,26,74,223,2005,0.467,24,WC,1.4583333333333333,1.3461538461538463
Corliss Williamson,POWER FORWARD,31,SACRAMENTO KINGS,0,0,65,79,31,50,35,12,3,26,74,223,2005,0.465,24,WC,1.4583333333333333,1.3461538461538463
Corliss Williamson,POWER FORWARD,31,SACRAMENTO KINGS,0,0,65,79,31,50,35,12,3,26,74,223,2005,0.473,24,WC,1.4583333333333333,1.3461538461538463
Kevin Willis,CENTER,42,ATLANTA HAWKS,0,2,17,23,29,47,9,8,7,15,53,87,2005,0.389,29,EC,0.3103448275862069,0.6
Loren Woods,CENTER,26,TORONTO RAPTORS,0,1,34,59,81,139,17,8,39,37,78,176,2005,0.433,45,EC,0.37777777777777777,0.4594594594594595
Qyntel Woods,SMALL FORWARD,23,MIAMI HEAT,0,0,0,0,2,4,0,4,0,2,6,10,2005,0.417,3,EC,0.0,0.0
Metta World Peace,SMALL FORWARD,25,INDIANA PACERS,7,17,47,51,8,37,22,12,6,17,27,172,2005,0.496,7,EC,3.142857142857143,1.2941176470588236
Dorell Wright,SMALL FORWARD,19,MIAMI HEAT,0,4,1,1,0,1,3,4,0,3,2,7,2005,0.273,3,EC,1.0,1.0
Lorenzen Wright,CENTER,29,MEMPHIS GRIZZLIES,0,3,131,198,177,436,87,58,69,100,251,771,2005,0.469,80,WC,1.0875,0.87
Wang Zhizhi,CENTER,27,MIAMI HEAT,2,3,7,12,6,12,5,3,2,5,9,43,2005,0.472,20,EC,0.25,1.0
Shareef Abdur-Rahim,POWER FORWARD,29,SACRAMENTO KINGS,5,22,218,278,106,251,149,48,42,108,227,887,2006,0.525,72,WC,2.0694444444444446,1.3796296296296295
Alex Acker,SHOOTING GUARD,23,DETROIT PISTONS,1,5,0,0,1,4,4,1,0,4,4,9,2006,0.25,5,EC,0.8,1.0
Malik Allen,POWER FORWARD,27,CHICAGO BULLS,1,1,23,38,44,96,20,14,16,34,92,266,2006,0.49,54,EC,0.37037037037037035,0.5882352941176471
Ray Allen,SHOOTING GUARD,30,SEATTLE SUPERSONICS,269,653,324,359,71,261,286,105,16,188,151,1955,2006,,78,Unknown,3.6666666666666665,1.5212765957446808
Tony Allen,POINT GUARD,24,BOSTON CELTICS,11,34,100,134,32,79,67,51,18,67,126,369,2006,0.471,51,EC,1.3137254901960784,1.0
Rafer Alston,POINT GUARD,29,HOUSTON ROCKETS,102,312,99,143,36,219,425,101,15,157,194,761,2006,0.379,63,WC,6.746031746031746,2.7070063694267517
Chris Andersen,CENTER,27,NEW ORLEANS/OKLAHOMA CITY HORNETS,0,0,49,103,61,94,6,8,41,26,84,161,2006,0.571,32,Unknown,0.1875,0.23076923076923078
Alan Anderson,SMALL FORWARD,23,CHARLOTTE BOBCATS,24,58,33,41,23,47,32,11,4,32,48,207,2006,0.414,36,Unknown,0.8888888888888888,1.0
Derek Anderson,SHOOTING GUARD,31,HOUSTON ROCKETS,19,67,61,73,12,71,53,15,4,37,49,216,2006,0.356,20,WC,2.65,1.4324324324324325
Derek Anderson,SHOOTING GUARD,31,HOUSTON ROCKETS,19,67,61,73,12,71,53,15,4,37,49,216,2006,0.393,20,WC,2.65,1.4324324324324325
Derek Anderson,SHOOTING GUARD,31,HOUSTON ROCKETS,19,67,61,73,12,71,53,15,4,37,49,216,2006,0.308,20,WC,2.65,1.4324324324324325
Derek Anderson,SHOOTING GUARD,31,MIAMI HEAT,21,67,32,38,9,51,48,8,2,17,49,133,2006,0.356,23,EC,2.0869565217391304,2.823529411764706
Derek Anderson,SHOOTING GUARD,31,MIAMI HEAT,21,67,32,38,9,51,48,8,2,17,49,133,2006,0.393,23,EC,2.0869565217391304,2.823529411764706
Derek Anderson,SHOOTING GUARD,31,MIAMI HEAT,21,67,32,38,9,51,48,8,2,17,49,133,2006,0.308,23,EC,2.0869565217391304,2.823529411764706
Shandon Anderson,SMALL FORWARD,32,MIAMI HEAT,5,19,13,18,18,63,30,17,6,24,75,126,2006,0.429,48,EC,0.625,1.25
Martynas Andriuškevičius,CENTER,19,CLEVELAND CAVALIERS,0,0,0,0,1,3,0,2,0,0,1,0,2006,0.0,6,EC,0.0,
Carmelo Anthony,SMALL FORWARD,21,DENVER NUGGETS,37,152,573,709,122,272,216,88,42,218,229,2122,2006,0.481,80,WC,2.7,0.9908256880733946
Rafael Araújo,CENTER,25,TORONTO RAPTORS,0,1,15,28,43,101,15,24,6,42,104,121,2006,0.366,52,EC,0.28846153846153844,0.35714285714285715
Gilbert Arenas,POINT GUARD,24,WASHINGTON WIZARDS,199,540,655,799,59,221,484,161,25,297,286,2346,2006,0.447,80,EC,6.05,1.6296296296296295
Trevor Ariza,SMALL FORWARD,20,NEW YORK KNICKS,1,3,42,77,49,88,46,43,9,46,78,165,2006,0.412,36,EC,1.2777777777777777,1.0
Trevor Ariza,SMALL FORWARD,20,NEW YORK KNICKS,1,3,42,77,49,88,46,43,9,46,78,165,2006,0.418,36,EC,1.2777777777777777,1.0
Trevor Ariza,SMALL FORWARD,20,NEW YORK KNICKS,1,3,42,77,49,88,46,43,9,46,78,165,2006,0.4,36,EC,1.2777777777777777,1.0
Trevor Ariza,SMALL FORWARD,20,ORLANDO MAGIC,0,2,35,50,29,52,15,14,2,16,22,99,2006,0.412,21,EC,0.7142857142857143,0.9375
Trevor Ariza,SMALL FORWARD,20,ORLANDO MAGIC,0,2,35,50,29,52,15,14,2,16,22,99,2006,0.418,21,EC,0.7142857142857143,0.9375
Trevor Ariza,SMALL FORWARD,20,ORLANDO MAGIC,0,2,35,50,29,52,15,14,2,16,22,99,2006,0.4,21,EC,0.7142857142857143,0.9375
Darrell Armstrong,POINT GUARD,37,DALLAS MAVERICKS,11,48,33,42,18,63,86,27,3,58,71,130,2006,0.336,62,WC,1.3870967741935485,1.4827586206896552
Carlos Arroyo,POINT GUARD,26,DETROIT PISTONS,2,6,42,58,24,46,155,19,3,45,77,158,2006,0.444,50,EC,3.1,3.4444444444444446
Carlos Arroyo,POINT GUARD,26,DETROIT PISTONS,2,6,42,58,24,46,155,19,3,45,77,158,2006,0.363,50,EC,3.1,3.4444444444444446
Carlos Arroyo,POINT GUARD,26,DETROIT PISTONS,2,6,42,58,24,46,155,19,3,45,77,158,2006,0.502,50,EC,3.1,3.4444444444444446
Carlos Arroyo,SHOOTING GUARD,26,ORLANDO MAGIC,5,14,64,79,9,51,77,19,1,38,42,291,2006,0.444,27,EC,2.8518518518518516,2.026315789473684
Carlos Arroyo,SHOOTING GUARD,26,ORLANDO MAGIC,5,14,64,79,9,51,77,19,1,38,42,291,2006,0.363,27,EC,2.8518518518518516,2.026315789473684
Carlos Arroyo,SHOOTING GUARD,26,ORLANDO MAGIC,5,14,64,79,9,51,77,19,1,38,42,291,2006,0.502,27,EC,2.8518518518518516,2.026315789473684
Chucky Atkins,SHOOTING GUARD,31,WASHINGTON WIZARDS,33,92,22,31,12,33,69,14,0,30,58,187,2006,0.394,28,EC,2.4642857142857144,2.3
Chucky Atkins,SHOOTING GUARD,31,WASHINGTON WIZARDS,33,92,22,31,12,33,69,14,0,30,58,187,2006,0.379,28,EC,2.4642857142857144,2.3
Chucky Atkins,SHOOTING GUARD,31,WASHINGTON WIZARDS,33,92,22,31,12,33,69,14,0,30,58,187,2006,0.401,28,EC,2.4642857142857144,2.3
Chucky Atkins,POINT GUARD,31,MEMPHIS GRIZZLIES,64,182,107,132,11,64,129,29,2,57,94,491,2006,0.394,43,WC,3.0,2.263157894736842
Chucky Atkins,POINT GUARD,31,MEMPHIS GRIZZLIES,64,182,107,132,11,64,129,29,2,57,94,491,2006,0.379,43,WC,3.0,2.263157894736842
Chucky Atkins,POINT GUARD,31,MEMPHIS GRIZZLIES,64,182,107,132,11,64,129,29,2,57,94,491,2006,0.401,43,WC,3.0,2.263157894736842
Stacey Augmon,SMALL FORWARD,37,ORLANDO MAGIC,0,0,21,30,18,35,23,12,6,11,40,71,2006,0.342,36,EC,0.6388888888888888,2.090909090909091
Vin Baker,CENTER,34,LOS ANGELES CLIPPERS,0,0,13,18,2,17,4,4,4,9,13,27,2006,0.467,8,Unknown,0.5,0.4444444444444444
Marcus Banks,POINT GUARD,24,BOSTON CELTICS,6,19,27,30,4,15,32,7,0,23,38,99,2006,0.468,18,EC,1.7777777777777777,1.391304347826087
Marcus Banks,POINT GUARD,24,BOSTON CELTICS,6,19,27,30,4,15,32,7,0,23,38,99,2006,0.413,18,EC,1.7777777777777777,1.391304347826087
Marcus Banks,POINT GUARD,24,BOSTON CELTICS,6,19,27,30,4,15,32,7,0,23,38,99,2006,0.479,18,EC,1.7777777777777777,1.391304347826087
Marcus Banks,POINT GUARD,24,MINNESOTA TIMBERWOLVES,16,44,91,117,19,97,188,47,11,96,124,479,2006,0.468,40,WC,4.7,1.9583333333333333
Marcus Banks,POINT GUARD,24,MINNESOTA TIMBERWOLVES,16,44,91,117,19,97,188,47,11,96,124,479,2006,0.413,40,WC,4.7,1.9583333333333333
Marcus Banks,POINT GUARD,24,MINNESOTA TIMBERWOLVES,16,44,91,117,19,97,188,47,11,96,124,479,2006,0.479,40,WC,4.7,1.9583333333333333
Leandro Barbosa,SHOOTING GUARD,23,PHOENIX SUNS,87,196,111,147,31,119,158,48,6,89,145,744,2006,0.481,57,WC,2.7719298245614037,1.7752808988764044
Matt Barnes,SMALL FORWARD,25,NEW YORK KNICKS,1,4,3,4,7,17,6,4,0,6,8,26,2006,0.5,6,EC,1.0,1.0
Matt Barnes,SMALL FORWARD,25,NEW YORK KNICKS,1,4,3,4,7,17,6,4,0,6,8,26,2006,0.367,6,EC,1.0,1.0
Matt Barnes,SMALL FORWARD,25,NEW YORK KNICKS,1,4,3,4,7,17,6,4,0,6,8,26,2006,0.536,6,EC,1.0,1.0
Matt Barnes,POWER FORWARD,25,PHILADELPHIA 76ERS,2,11,29,43,41,56,22,16,7,24,92,149,2006,0.5,50,EC,0.44,0.9166666666666666
Matt Barnes,POWER FORWARD,25,PHILADELPHIA 76ERS,2,11,29,43,41,56,22,16,7,24,92,149,2006,0.367,50,EC,0.44,0.9166666666666666
Matt Barnes,POWER FORWARD,25,PHILADELPHIA 76ERS,2,11,29,43,41,56,22,16,7,24,92,149,2006,0.536,50,EC,0.44,0.9166666666666666
Andre Barrett,POINT GUARD,23,PHOENIX SUNS,0,1,3,3,1,2,2,0,0,1,1,9,2006,0.365,2,WC,1.0,2.0
Andre Barrett,POINT GUARD,23,PHOENIX SUNS,0,1,3,3,1,2,2,0,0,1,1,9,2006,0.429,2,WC,1.0,2.0
Andre Barrett,POINT GUARD,23,PHOENIX SUNS,0,1,3,3,1,2,2,0,0,1,1,9,2006,0.361,2,WC,1.0,2.0
Andre Barrett,POINT GUARD,23,TORONTO RAPTORS,2,13,6,9,8,14,50,10,0,14,12,78,2006,0.365,17,EC,2.9411764705882355,3.5714285714285716
Andre Barrett,POINT GUARD,23,TORONTO RAPTORS,2,13,6,9,8,14,50,10,0,14,12,78,2006,0.429,17,EC,2.9411764705882355,3.5714285714285716
Andre Barrett,POINT GUARD,23,TORONTO RAPTORS,2,13,6,9,8,14,50,10,0,14,12,78,2006,0.361,17,EC,2.9411764705882355,3.5714285714285716
Earl Barron,CENTER,24,MIAMI HEAT,0,0,3,4,2,8,0,0,0,5,10,13,2006,0.313,8,EC,0.0,0.0
Brent Barry,SHOOTING GUARD,34,SAN ANTONIO SPURS,80,202,39,59,29,130,123,39,27,52,99,431,2006,0.452,74,WC,1.662162162162162,2.3653846153846154
Jon Barry,SHOOTING GUARD,36,HOUSTON ROCKETS,12,32,24,29,1,30,26,13,1,22,25,86,2006,0.385,20,WC,1.3,1.1818181818181819
Eddie Basden,SMALL FORWARD,22,CHICAGO BULLS,1,7,8,10,7,21,8,9,2,9,17,39,2006,0.405,19,EC,0.42105263157894735,0.8888888888888888
Brandon Bass,POWER FORWARD,20,NEW ORLEANS/OKLAHOMA CITY HORNETS,0,0,12,19,18,50,3,3,7,11,18,68,2006,0.4,29,Unknown,0.10344827586206896,0.2727272727272727
Esteban Batista,POWER FORWARD,22,ATLANTA HAWKS,0,1,33,53,61,83,7,15,11,38,111,101,2006,0.425,57,EC,0.12280701754385964,0.18421052631578946
Tony Battie,CENTER,29,ORLANDO MAGIC,0,6,89,134,145,312,49,46,69,88,250,649,2006,0.507,82,EC,0.5975609756097561,0.5568181818181818
Shane Battier,SMALL FORWARD,27,MEMPHIS GRIZZLIES,65,165,147,208,164,265,136,92,114,90,223,818,2006,0.488,81,WC,1.6790123456790123,1.511111111111111
Lonny Baxter,CENTER,27,HOUSTON ROCKETS,0,0,16,19,38,46,2,9,7,13,48,82,2006,0.433,23,WC,0.08695652173913043,0.15384615384615385
Lonny Baxter,CENTER,27,HOUSTON ROCKETS,0,0,16,19,38,46,2,9,7,13,48,82,2006,0.458,23,WC,0.08695652173913043,0.15384615384615385
Lonny Baxter,CENTER,27,HOUSTON ROCKETS,0,0,16,19,38,46,2,9,7,13,48,82,2006,0.375,23,WC,0.08695652173913043,0.15384615384615385
Lonny Baxter,POWER FORWARD,27,CHARLOTTE BOBCATS,0,0,12,16,7,26,2,2,1,7,8,36,2006,0.433,18,Unknown,0.1111111111111111,0.2857142857142857
Lonny Baxter,POWER FORWARD,27,CHARLOTTE BOBCATS,0,0,12,16,7,26,2,2,1,7,8,36,2006,0.458,18,Unknown,0.1111111111111111,0.2857142857142857
Lonny Baxter,POWER FORWARD,27,CHARLOTTE BOBCATS,0,0,12,16,7,26,2,2,1,7,8,36,2006,0.375,18,Unknown,0.1111111111111111,0.2857142857142857
Charlie Bell,SHOOTING GUARD,26,MILWAUKEE BUCKS,71,168,63,89,21,99,130,59,5,41,126,494,2006,0.439,59,EC,2.2033898305084745,3.1707317073170733
Raja Bell,SHOOTING GUARD,29,PHOENIX SUNS,197,446,115,146,44,209,207,76,22,89,248,1162,2006,0.457,79,WC,2.6202531645569622,2.3258426966292136
Jonathan Bender,SMALL FORWARD,25,INDIANA PACERS,0,0,2,2,0,4,2,0,1,0,2,10,2006,0.8,2,EC,1.0,inf
Mike Bibby,POINT GUARD,27,SACRAMENTO KINGS,192,497,342,403,29,211,444,82,10,199,169,1728,2006,0.432,82,WC,5.414634146341464,2.2311557788944723
Andris Biedriņš,CENTER,19,GOLDEN STATE WARRIORS,0,0,22,72,124,159,24,23,47,34,190,258,2006,0.638,68,WC,0.35294117647058826,0.7058823529411765
Chauncey Billups,POINT GUARD,29,DETROIT PISTONS,184,425,465,520,41,211,699,71,8,170,160,1495,2006,0.418,81,EC,8.62962962962963,4.1117647058823525
Steve Blake,POINT GUARD,25,PORTLAND TRAIL BLAZERS,76,184,72,91,26,120,306,42,5,83,107,560,2006,0.438,68,WC,4.5,3.6867469879518073
Andray Blatche,POWER FORWARD,19,WASHINGTON WIZARDS,3,13,10,12,12,26,10,5,7,12,36,65,2006,0.388,29,EC,0.3448275862068966,0.8333333333333334
Mark Blount,CENTER,30,BOSTON CELTICS,0,0,97,127,36,126,66,15,36,120,107,485,2006,0.508,39,EC,1.6923076923076923,0.55
Mark Blount,CENTER,30,BOSTON CELTICS,0,0,97,127,36,126,66,15,36,120,107,485,2006,0.511,39,EC,1.6923076923076923,0.55
Mark Blount,CENTER,30,BOSTON CELTICS,0,0,97,127,36,126,66,15,36,120,107,485,2006,0.506,39,EC,1.6923076923076923,0.55
Mark Blount,CENTER,30,MINNESOTA TIMBERWOLVES,0,0,71,95,60,143,33,25,40,74,147,429,2006,0.508,42,WC,0.7857142857142857,0.44594594594594594
Mark Blount,CENTER,30,MINNESOTA TIMBERWOLVES,0,0,71,95,60,143,33,25,40,74,147,429,2006,0.511,42,WC,0.7857142857142857,0.44594594594594594
Mark Blount,CENTER,30,MINNESOTA TIMBERWOLVES,0,0,71,95,60,143,33,25,40,74,147,429,2006,0.506,42,WC,0.7857142857142857,0.44594594594594594
Keith Bogans,SHOOTING GUARD,25,CHARLOTTE BOBCATS,33,98,80,105,29,77,45,39,3,41,78,341,2006,0.395,39,Unknown,1.1538461538461537,1.0975609756097562
Keith Bogans,SHOOTING GUARD,25,CHARLOTTE BOBCATS,33,98,80,105,29,77,45,39,3,41,78,341,2006,0.396,39,Unknown,1.1538461538461537,1.0975609756097562
Keith Bogans,SHOOTING GUARD,25,CHARLOTTE BOBCATS,33,98,80,105,29,77,45,39,3,41,78,341,2006,0.395,39,Unknown,1.1538461538461537,1.0975609756097562
Keith Bogans,SMALL FORWARD,25,HOUSTON ROCKETS,32,102,47,81,26,123,83,32,6,49,89,281,2006,0.395,33,WC,2.515151515151515,1.6938775510204083
Keith Bogans,SMALL FORWARD,25,HOUSTON ROCKETS,32,102,47,81,26,123,83,32,6,49,89,281,2006,0.396,33,WC,2.515151515151515,1.6938775510204083
Keith Bogans,SMALL FORWARD,25,HOUSTON ROCKETS,32,102,47,81,26,123,83,32,6,49,89,281,2006,0.395,33,WC,2.515151515151515,1.6938775510204083
Andrew Bogut,POWER FORWARD,21,MILWAUKEE BUCKS,0,3,122,194,189,384,192,49,68,125,259,768,2006,0.533,82,EC,2.341463414634146,1.536
Matt Bonner,POWER FORWARD,25,TORONTO RAPTORS,102,243,63,76,86,198,56,49,31,32,216,583,2006,0.448,78,EC,0.717948717948718,1.75
Calvin Booth,CENTER,29,WASHINGTON WIZARDS,1,2,5,9,19,33,12,9,9,8,44,46,2006,0.426,33,EC,0.36363636363636365,1.5
Carlos Boozer,POWER FORWARD,24,UTAH JAZZ,0,0,99,137,73,212,88,30,8,69,105,537,2006,0.549,33,WC,2.6666666666666665,1.2753623188405796
Chris Bosh,CENTER,21,TORONTO RAPTORS,0,13,474,581,204,443,181,50,79,157,209,1572,2006,,70,EC,2.585714285714286,1.1528662420382165
Bruce Bowen,SMALL FORWARD,34,SAN ANTONIO SPURS,104,245,51,84,35,285,126,79,30,67,191,619,2006,0.433,82,WC,1.5365853658536586,1.8805970149253732
Ryan Bowen,SMALL FORWARD,30,HOUSTON ROCKETS,3,22,11,14,31,57,24,21,6,13,85,88,2006,0.298,68,WC,0.35294117647058826,1.8461538461538463
Earl Boykins,POINT GUARD,29,DENVER NUGGETS,62,179,152,174,21,60,230,48,4,83,73,756,2006,0.41,60,WC,3.8333333333333335,2.7710843373493974
Michael Bradley,POWER FORWARD,26,PHILADELPHIA 76ERS,1,5,2,3,40,67,17,5,7,19,39,67,2006,0.405,46,EC,0.3695652173913043,0.8947368421052632
Elton Brand,POWER FORWARD,26,LOS ANGELES CLIPPERS,1,3,440,568,236,554,208,81,201,173,227,1953,2006,0.527,79,Unknown,2.632911392405063,1.2023121387283238
Primož Brezec,CENTER,26,CHARLOTTE BOBCATS,0,2,164,224,181,259,45,19,32,85,227,982,2006,0.517,79,Unknown,0.569620253164557,0.5294117647058824
Devin Brown,SHOOTING GUARD,27,UTAH JAZZ,39,118,158,212,73,134,104,44,14,99,153,611,2006,0.393,81,WC,1.2839506172839505,1.0505050505050506
Kwame Brown,CENTER,23,LOS ANGELES LAKERS,0,1,128,235,182,291,72,27,46,100,196,536,2006,0.526,72,WC,1.0,0.72
P.J. Brown,CENTER,36,NEW ORLEANS/OKLAHOMA CITY HORNETS,0,0,139,168,182,365,90,46,50,90,216,677,2006,0.461,75,Unknown,1.2,1.0
Rick Brunson,POINT GUARD,33,SEATTLE SUPERSONICS,0,1,0,0,0,2,2,0,0,3,1,10,2006,0.389,4,Unknown,0.5,0.6666666666666666
Rick Brunson,POINT GUARD,33,SEATTLE SUPERSONICS,0,1,0,0,0,2,2,0,0,3,1,10,2006,0.625,4,Unknown,0.5,0.6666666666666666
Rick Brunson,POINT GUARD,33,SEATTLE SUPERSONICS,0,1,0,0,0,2,2,0,0,3,1,10,2006,0.348,4,Unknown,0.5,0.6666666666666666
Rick Brunson,POINT GUARD,33,HOUSTON ROCKETS,5,12,7,12,1,19,33,8,1,19,21,44,2006,0.389,23,WC,1.434782608695652,1.736842105263158
Rick Brunson,POINT GUARD,33,HOUSTON ROCKETS,5,12,7,12,1,19,33,8,1,19,21,44,2006,0.625,23,WC,1.434782608695652,1.736842105263158
Rick Brunson,POINT GUARD,33,HOUSTON ROCKETS,5,12,7,12,1,19,33,8,1,19,21,44,2006,0.348,23,WC,1.434782608695652,1.736842105263158
Kobe Bryant,SHOOTING GUARD,27,LOS ANGELES LAKERS,180,518,696,819,71,354,360,147,30,250,233,2832,2006,,80,WC,4.5,1.44
